customerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,Churn,ChurnFlag,CustomerStatus,TenureBand,RiskScore,RiskSegment,EstMonthlyValue,RevenueAtRisk
8699-ASUFO,Male,1,No,7,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,527.9,Yes,1,Churned,0-12 months (New),9,High Risk,75.41428571428571,75.41428571428571
6418-PIQSP,Female,0,No,62,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,4985.9,No,0,Retained,49+ months (Loyal),1,Low Risk,80.41774193548386,0.0
8220-OCUFY,Female,0,No,21,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,1258.35,No,0,Retained,13-24 months,6,Medium Risk,59.921428571428564,0.0
3995-WFCSM,Female,0,No,2,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.4,No,0,Retained,0-12 months (New),10,High Risk,55.7,0.0
1895-QTKDO,Female,0,No,1,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,No,0,Retained,0-12 months (New),8,High Risk,43.95,0.0
2038-OEQZH,Male,0,No,4,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,308.1,No,0,Retained,0-12 months (New),10,High Risk,77.025,0.0
1178-PZGAB,Female,0,No,19,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),383.65,No,0,Retained,13-24 months,3,Low Risk,20.192105263157895,0.0
7927-AUXBZ,Female,0,No,30,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,2555.9,Yes,1,Churned,25-48 months,6,Medium Risk,85.19666666666667,85.19666666666667
2626-VEEWG,Male,0,Yes,67,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1284.2,No,0,Retained,49+ months (Loyal),1,Low Risk,19.16716417910448,0.0
2878-RMWXY,Male,1,No,72,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),7550.3,No,0,Retained,49+ months (Loyal),4,Medium Risk,104.86527777777778,0.0
1657-DYMBM,Male,0,No,53,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1110.05,No,0,Retained,49+ months (Loyal),1,Low Risk,20.944339622641508,0.0
7311-MQJCH,Female,0,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,99.6,No,0,Retained,0-12 months (New),6,Medium Risk,19.919999999999998,0.0
7375-WMVMT,Male,1,No,71,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6707.15,No,0,Retained,49+ months (Loyal),2,Low Risk,94.4669014084507,0.0
1136-XGEQU,Female,0,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),4164.4,No,0,Retained,49+ months (Loyal),2,Low Risk,83.288,0.0
2530-FMFXO,Male,0,Yes,56,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,5873.75,No,0,Retained,49+ months (Loyal),3,Low Risk,104.88839285714286,0.0
6844-DZKRF,Male,0,No,2,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.25,No,0,Retained,0-12 months (New),7,High Risk,54.625,0.0
4695-WJZUE,Female,1,No,2,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,179.25,Yes,1,Churned,0-12 months (New),11,High Risk,89.625,89.625
7619-ODSGN,Male,0,Yes,24,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,1338.15,Yes,1,Churned,13-24 months,8,High Risk,55.75625,55.75625
5970-GHJAW,Male,0,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),862.4,No,0,Retained,25-48 months,0,Low Risk,18.747826086956522,0.0
8879-XUAHX,Male,0,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,8564.75,No,0,Retained,49+ months (Loyal),4,Medium Risk,120.63028169014085,0.0
3689-MOZGR,Female,0,No,29,No,No phone service,No,No,Yes,No,Month-to-month,Yes,Electronic check,926.2,No,0,Retained,25-48 months,7,High Risk,31.93793103448276,0.0
4195-PNGZS,Male,0,Yes,69,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1718.2,No,0,Retained,49+ months (Loyal),0,Low Risk,24.90144927536232,0.0
5003-XZWWO,Male,0,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5956.85,No,0,Retained,49+ months (Loyal),1,Low Risk,83.8992957746479,0.0
3988-RQIXO,Female,1,No,1,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.3,Yes,1,Churned,0-12 months (New),11,High Risk,91.3,91.3
7622-FWGEW,Male,1,No,56,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4824.45,No,0,Retained,49+ months (Loyal),2,Low Risk,86.15089285714285,0.0
6922-NCEDI,Male,0,Yes,56,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1238.65,No,0,Retained,49+ months (Loyal),2,Low Risk,22.118750000000002,0.0
2514-GINMM,Male,0,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,Yes,1,Churned,0-12 months (New),11,High Risk,79.5,79.5
9891-NQDBD,Female,0,No,28,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,672.2,No,0,Retained,25-48 months,2,Low Risk,24.00714285714286,0.0
6131-IUNXN,Female,0,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,382.2,No,0,Retained,13-24 months,4,Medium Risk,20.11578947368421,0.0
8548-AWOFC,Male,0,No,66,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,4264.6,No,0,Retained,49+ months (Loyal),6,Medium Risk,64.61515151515152,0.0
9798-DRYDS,Female,0,Yes,17,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,1070.7,No,0,Retained,13-24 months,3,Low Risk,62.98235294117647,0.0
8532-UEFWH,Male,0,Yes,52,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1345.85,No,0,Retained,49+ months (Loyal),0,Low Risk,25.881730769230767,0.0
6296-DDOOR,Female,0,No,19,Yes,No,Yes,No,No,No,One year,No,Electronic check,1045.25,No,0,Retained,13-24 months,7,High Risk,55.01315789473684,0.0
7951-VRDVK,Female,0,No,36,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),3003.55,No,0,Retained,25-48 months,2,Low Risk,83.43194444444445,0.0
5931-FLJJF,Male,1,No,7,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,467.55,Yes,1,Churned,0-12 months (New),9,High Risk,66.79285714285714,66.79285714285714
4815-YOSUK,Male,0,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),7537.5,No,0,Retained,49+ months (Loyal),2,Low Risk,104.6875,0.0
2659-VXMWZ,Male,0,Yes,67,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,7482.1,Yes,1,Churned,49+ months (Loyal),6,Medium Risk,111.67313432835822,111.67313432835822
0380-NEAVX,Male,1,No,34,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,3343.15,No,0,Retained,25-48 months,7,High Risk,98.32794117647059,0.0
3207-OYBWH,Male,1,No,57,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5427.05,Yes,1,Churned,49+ months (Loyal),7,High Risk,95.21140350877194,95.21140350877194
4285-GYRQC,Female,0,No,7,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,587.1,Yes,1,Churned,0-12 months (New),11,High Risk,83.87142857142858,83.87142857142858
7216-EWTRS,Female,1,No,1,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.8,Yes,1,Churned,0-12 months (New),11,High Risk,100.8,100.8
4365-MSDYN,Male,0,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),161.15,No,0,Retained,0-12 months (New),7,High Risk,20.14375,0.0
7036-TYDEC,Female,0,No,69,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,7028.5,No,0,Retained,49+ months (Loyal),3,Low Risk,101.8623188405797,0.0
5802-ADBRC,Female,0,No,50,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,5232.9,No,0,Retained,49+ months (Loyal),5,Medium Risk,104.65799999999999,0.0
8076-FEZKJ,Male,0,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,225.85,No,0,Retained,0-12 months (New),4,Medium Risk,22.585,0.0
5197-YPYBZ,Female,0,Yes,12,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),274.7,No,0,Retained,0-12 months (New),2,Low Risk,22.891666666666666,0.0
8337-MSSXB,Female,0,No,14,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1180.95,Yes,1,Churned,13-24 months,10,High Risk,84.35357142857143,84.35357142857143
4312-GVYNH,Female,0,No,70,No,No phone service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3370.2,No,0,Retained,49+ months (Loyal),2,Low Risk,48.145714285714284,0.0
8495-LJDFO,Female,1,No,64,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),7111.3,No,0,Retained,49+ months (Loyal),5,Medium Risk,111.1140625,0.0
0839-JTCUD,Female,0,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5958.85,No,0,Retained,49+ months (Loyal),0,Low Risk,90.28560606060607,0.0
5494-WOZRZ,Female,0,Yes,71,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5999.85,No,0,Retained,49+ months (Loyal),1,Low Risk,84.5049295774648,0.0
1302-UHBDD,Male,1,No,20,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,1648.45,No,0,Retained,13-24 months,9,High Risk,82.4225,0.0
2234-EOFPT,Male,0,No,72,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),5753.25,No,0,Retained,49+ months (Loyal),2,Low Risk,79.90625,0.0
8619-IJNDK,Female,0,Yes,71,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),4492.9,No,0,Retained,49+ months (Loyal),0,Low Risk,63.28028169014084,0.0
8378-LKJAF,Male,0,Yes,38,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),3956.7,No,0,Retained,25-48 months,6,Medium Risk,104.1236842105263,0.0
8182-BJDSI,Female,0,No,28,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2625.55,Yes,1,Churned,25-48 months,9,High Risk,93.76964285714287,93.76964285714287
2528-HFYZX,Male,1,No,17,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1233.4,Yes,1,Churned,13-24 months,10,High Risk,72.5529411764706,72.5529411764706
1153-GNOLC,Male,0,No,33,No,No phone service,Yes,No,No,No,One year,Yes,Electronic check,1309.0,No,0,Retained,25-48 months,7,High Risk,39.666666666666664,0.0
3298-QEICA,Female,0,Yes,23,No,No phone service,No,No,Yes,No,Two year,No,Mailed check,813.45,No,0,Retained,13-24 months,1,Low Risk,35.36739130434783,0.0
0788-DXBFY,Male,0,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1108.8,No,0,Retained,49+ months (Loyal),4,Medium Risk,19.117241379310343,0.0
3597-YASZG,Female,1,No,70,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),7349.35,No,0,Retained,49+ months (Loyal),2,Low Risk,104.99071428571429,0.0
3496-LFSZU,Male,0,No,4,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,294.2,No,0,Retained,0-12 months (New),10,High Risk,73.55,0.0
5242-UOWHD,Male,0,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,929.2,No,0,Retained,25-48 months,0,Low Risk,20.64888888888889,0.0
2482-CZGBB,Male,0,No,10,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,740.0,Yes,1,Churned,0-12 months (New),11,High Risk,74.0,74.0
6479-SZPLM,Male,0,Yes,36,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),754.5,No,0,Retained,25-48 months,0,Low Risk,20.958333333333332,0.0
8097-VBQTZ,Male,0,No,54,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,3883.3,No,0,Retained,49+ months (Loyal),5,Medium Risk,71.91296296296296,0.0
4500-HKANN,Male,0,Yes,23,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,1414.2,No,0,Retained,13-24 months,1,Low Risk,61.48695652173913,0.0
9917-KWRBE,Female,0,Yes,41,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),3211.2,No,0,Retained,25-48 months,4,Medium Risk,78.32195121951219,0.0
3420-ZDBMA,Male,1,No,5,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,371.6,No,0,Retained,0-12 months (New),9,High Risk,74.32000000000001,0.0
2212-LYASK,Male,0,Yes,27,No,No phone service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),1246.4,No,0,Retained,25-48 months,4,Medium Risk,46.162962962962965,0.0
1393-IMKZG,Female,0,No,1,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,No,0,Retained,0-12 months (New),9,High Risk,95.85,0.0
8069-RHUXK,Female,0,Yes,67,No,No phone service,No,No,Yes,No,Two year,No,Credit card (automatic),2545.7,No,0,Retained,49+ months (Loyal),0,Low Risk,37.9955223880597,0.0
3398-GCPMU,Female,1,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6448.85,No,0,Retained,49+ months (Loyal),1,Low Risk,89.56736111111111,0.0
2908-WGAXL,Female,0,Yes,56,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1468.9,No,0,Retained,49+ months (Loyal),1,Low Risk,26.230357142857144,0.0
3378-AJRAO,Male,0,Yes,44,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1013.6,No,0,Retained,25-48 months,3,Low Risk,23.036363636363635,0.0
1013-QCWAM,Female,1,No,66,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,6690.75,No,0,Retained,49+ months (Loyal),9,High Risk,101.375,0.0
0866-QLSIR,Female,0,No,34,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,2088.75,Yes,1,Churned,25-48 months,3,Low Risk,61.43382352941177,61.43382352941177
6050-FFXES,Female,0,No,69,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),7240.65,No,0,Retained,49+ months (Loyal),1,Low Risk,104.93695652173912,0.0
7181-BQYBV,Female,0,Yes,1,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.45,Yes,1,Churned,0-12 months (New),10,High Risk,102.45,102.45
0362-RAOQO,Female,0,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),830.25,No,0,Retained,25-48 months,1,Low Risk,20.75625,0.0
9554-DFKIC,Male,0,Yes,30,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1588.7,No,0,Retained,25-48 months,6,Medium Risk,52.95666666666667,0.0
5527-ACHSO,Female,0,No,11,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,829.3,No,0,Retained,0-12 months (New),6,Medium Risk,75.39090909090909,0.0
0829-DDVLK,Female,0,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),302.45,No,0,Retained,13-24 months,3,Low Risk,20.163333333333334,0.0
1399-UBQIU,Male,0,No,11,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,712.25,No,0,Retained,0-12 months (New),11,High Risk,64.75,0.0
1813-JLKWR,Female,0,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1336.65,No,0,Retained,49+ months (Loyal),1,Low Risk,20.88515625,0.0
0336-PIKEI,Male,1,No,72,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),5360.75,No,0,Retained,49+ months (Loyal),1,Low Risk,74.45486111111111,0.0
7322-OCWHC,Male,1,No,72,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),6735.05,No,0,Retained,49+ months (Loyal),2,Low Risk,93.54236111111112,0.0
9537-VHDTA,Female,0,Yes,1,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,No,0,Retained,0-12 months (New),7,High Risk,51.2,0.0
4957-TIALW,Female,0,Yes,15,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),1010.0,No,0,Retained,13-24 months,2,Low Risk,67.33333333333333,0.0
2054-PJOCK,Female,0,No,60,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),4847.05,No,0,Retained,49+ months (Loyal),2,Low Risk,80.78416666666666,0.0
9150-HEPMB,Male,0,No,56,Yes,No,No,Yes,No,No,One year,No,Mailed check,3019.7,No,0,Retained,49+ months (Loyal),4,Medium Risk,53.92321428571428,0.0
9030-QGZNL,Female,0,No,8,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,161.65,No,0,Retained,0-12 months (New),3,Low Risk,20.20625,0.0
6204-IEUXJ,Female,0,No,3,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),217.55,Yes,1,Churned,0-12 months (New),6,Medium Risk,72.51666666666667,72.51666666666667
3126-WQMGH,Female,0,No,49,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2583.75,No,0,Retained,49+ months (Loyal),7,High Risk,52.72959183673469,0.0
4529-CKBCL,Female,0,No,2,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,146.05,Yes,1,Churned,0-12 months (New),11,High Risk,73.025,73.025
2506-CLAKW,Female,0,No,6,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),567.45,Yes,1,Churned,0-12 months (New),7,High Risk,94.575,94.575
7176-WRTNX,Male,0,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7711.25,No,0,Retained,49+ months (Loyal),2,Low Risk,110.16071428571429,0.0
1583-IHQZE,Male,0,No,12,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1384.75,Yes,1,Churned,0-12 months (New),7,High Risk,115.39583333333333,115.39583333333333
5732-IKGQH,Male,1,No,52,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5481.25,No,0,Retained,49+ months (Loyal),3,Low Risk,105.40865384615384,0.0
9239-GZHZE,Female,0,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),8124.2,No,0,Retained,49+ months (Loyal),2,Low Risk,112.83611111111111,0.0
7205-BAIAD,Female,0,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),827.3,No,0,Retained,25-48 months,2,Low Risk,20.682499999999997,0.0
0151-ONTOV,Female,0,No,1,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,Yes,1,Churned,0-12 months (New),8,High Risk,70.9,70.9
4140-MUHUG,Female,1,No,3,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,220.95,Yes,1,Churned,0-12 months (New),11,High Risk,73.64999999999999,73.64999999999999
0093-EXYQL,Female,1,No,40,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3673.6,No,0,Retained,25-48 months,9,High Risk,91.84,0.0
8064-RAVOH,Male,0,Yes,1,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.85,No,0,Retained,0-12 months (New),10,High Risk,49.85,0.0
0219-QAERP,Male,0,No,30,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),576.65,No,0,Retained,25-48 months,2,Low Risk,19.221666666666668,0.0
0320-JDNQG,Male,0,Yes,23,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2331.3,Yes,1,Churned,13-24 months,7,High Risk,101.3608695652174,101.3608695652174
7180-PISOG,Male,0,Yes,1,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,Yes,1,Churned,0-12 months (New),10,High Risk,74.5,74.5
9168-INPSZ,Female,1,No,44,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,4495.65,No,0,Retained,25-48 months,6,Medium Risk,102.17386363636363,0.0
3571-RFHAR,Male,0,No,65,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,6941.2,Yes,1,Churned,49+ months (Loyal),7,High Risk,106.78769230769231,106.78769230769231
0015-UOCOJ,Female,1,No,7,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,340.35,No,0,Retained,0-12 months (New),11,High Risk,48.621428571428574,0.0
5334-AFQJB,Male,1,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1789.9,No,0,Retained,49+ months (Loyal),2,Low Risk,24.859722222222224,0.0
2754-SDJRD,Female,1,No,8,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),908.55,No,0,Retained,0-12 months (New),7,High Risk,113.56875,0.0
9578-VRMNM,Female,0,No,16,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1043.35,Yes,1,Churned,13-24 months,8,High Risk,65.209375,65.209375
1587-FKLZB,Male,1,Yes,66,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),6822.15,Yes,1,Churned,49+ months (Loyal),6,Medium Risk,103.36590909090908,103.36590909090908
6140-QNRQQ,Male,0,No,1,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,Yes,1,Churned,0-12 months (New),9,High Risk,71.55,71.55
8963-JLGJT,Male,0,Yes,3,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,157.55,No,0,Retained,0-12 months (New),7,High Risk,52.51666666666667,0.0
4307-KTUMW,Male,0,No,53,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,5029.2,Yes,1,Churned,49+ months (Loyal),8,High Risk,94.89056603773585,94.89056603773585
1465-LNTLJ,Male,1,No,8,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),581.7,No,0,Retained,0-12 months (New),7,High Risk,72.7125,0.0
5440-FLBQG,Male,1,No,69,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7318.2,Yes,1,Churned,49+ months (Loyal),2,Low Risk,106.06086956521739,106.06086956521739
2135-DQWAQ,Female,0,No,5,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,420.45,No,0,Retained,0-12 months (New),9,High Risk,84.09,0.0
4056-QHXHZ,Female,0,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,7576.7,No,0,Retained,49+ months (Loyal),0,Low Risk,105.23194444444444,0.0
7470-MCQTK,Female,0,No,13,No,No phone service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),633.4,Yes,1,Churned,13-24 months,8,High Risk,48.723076923076924,48.723076923076924
7488-MXJIV,Female,0,No,4,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,321.65,Yes,1,Churned,0-12 months (New),11,High Risk,80.4125,80.4125
7401-JIXNM,Female,0,Yes,54,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4965.0,No,0,Retained,49+ months (Loyal),0,Low Risk,91.94444444444444,0.0
9339-FIIJL,Male,0,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6151.9,No,0,Retained,49+ months (Loyal),1,Low Risk,85.44305555555555,0.0
2027-FECZV,Male,0,No,12,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,1253.9,Yes,1,Churned,0-12 months (New),11,High Risk,104.49166666666667,104.49166666666667
2672-DZUOY,Male,0,No,1,No,No phone service,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,Yes,1,Churned,0-12 months (New),11,High Risk,25.15,25.15
4706-DGAHW,Male,1,No,1,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,No,0,Retained,0-12 months (New),10,High Risk,45.2,0.0
3870-MQAMG,Female,0,No,54,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,5893.15,Yes,1,Churned,49+ months (Loyal),4,Medium Risk,109.1324074074074,109.1324074074074
6670-MFRPK,Male,0,Yes,69,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),5420.65,No,0,Retained,49+ months (Loyal),3,Low Risk,78.56014492753623,0.0
6177-PEVRA,Female,0,No,48,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),2627.35,No,0,Retained,25-48 months,3,Low Risk,54.73645833333333,0.0
4800-CZMPC,Female,0,Yes,48,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),5037.55,Yes,1,Churned,25-48 months,4,Medium Risk,104.94895833333334,104.94895833333334
4813-HQMGZ,Female,0,No,8,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,743.75,No,0,Retained,0-12 months (New),9,High Risk,92.96875,0.0
7579-KKLOE,Male,0,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6589.6,No,0,Retained,49+ months (Loyal),1,Low Risk,92.8112676056338,0.0
7377-DMMRI,Male,0,No,2,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.45,Yes,1,Churned,0-12 months (New),11,High Risk,46.225,46.225
8402-EIVQS,Male,0,No,67,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),6733.15,No,0,Retained,49+ months (Loyal),5,Medium Risk,100.49477611940299,0.0
4947-DSMXK,Male,0,Yes,34,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3410.0,No,0,Retained,25-48 months,6,Medium Risk,100.29411764705883,0.0
7245-NIIWQ,Female,0,No,3,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,199.85,No,0,Retained,0-12 months (New),11,High Risk,66.61666666666666,0.0
0002-ORFBO,Female,0,Yes,9,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,593.3,No,0,Retained,0-12 months (New),4,Medium Risk,65.92222222222222,0.0
3324-OIRTO,Male,0,Yes,71,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),7288.4,No,0,Retained,49+ months (Loyal),4,Medium Risk,102.65352112676055,0.0
5414-OFQCB,Male,0,No,57,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),5229.8,No,0,Retained,49+ months (Loyal),2,Low Risk,91.75087719298246,0.0
4967-WPNCF,Male,0,No,72,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),4464.8,No,0,Retained,49+ months (Loyal),2,Low Risk,62.01111111111111,0.0
8552-OBVRU,Female,1,Yes,48,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5068.05,No,0,Retained,25-48 months,6,Medium Risk,105.58437500000001,0.0
